                                        162,,NMB50,,,                                        9.90,,                                        -0.20,,                                        -1.98,,                                        10.20,,                                        10.30,,                                        9.90,,"                                        72,593.00",,                                        10.10,
                                        163,,NMBHF1,,,                                        10.20,,                                        -0.10,,                                        -0.97,,                                        10.14,,                                        10.25,,                                        10.14,,"                                        5,334.00",,                                        10.30,
                                        164,,NMBMF,,,                                        590.00,,                                        -26.00,,                                        -4.22,,                                        616.00,,                                        616.00,,                                        579.00,,"                                        3,575.00",,                                        616.00,
                                        165,,NMFBS,,,"                                        1,344.00",,                                        5.00,,                                        0.37,,"                                        1,365.00",,"                                        1,365.00",,"                                        1,335.00",,"                                        2,111.00",,"                                        1,339.00",
                                        166,,NRIC,,,                                        748.00,,                                        3.37,,                                        0.45,,                                        756.00,,                                        763.00,,                                        743.00,,"                                        40,535.00",,                                        744.00,
                                        167,,NRN,,,                                        484.00,,                                        -6.00,,                                        -1.22,,                                        480.20,,                                        506.00,,                                        480.00,,"                                        14,783.00",,                                        490.00,
                                        168,,NSIF2,,,                                        9.00,,                                        0.20,,                                        2.27,,                                        8.89,,                                        9.10,,                                        8.88,,"                                        1,400.00",,                                        8.80,
                                        169,,NSLB,,,                                        672.90,,                                        -7.40,,                                        -1.09,,                                        680.30,,                                        680.30,,                                        666.70,,                                        248.00,,                                        680.30,
                                        170,,NTC,,,                                        878.00,,                                        8.00,,                                        0.92,,                                        870.00,,                                        892.00,,                                        870.00,,"                                        64,507.00",,                                        870.00,
                                        171,,NUBL,,,                                        672.40,,                                        5.90,,                                        0.89,,                                        670.00,,                                        699.70,,                                        670.00,,"                                        12,739.00",,                                        666.50,
                                        172,,NYADI,,,                                        275.00,,                                        -10.00,,                                        -3.51,,                                        280.00,,                                        290.00,,                                        275.00,,"                                        6,984.00",,                                        285.00,
                                        173,,OHL,,,                                        797.50,,                                        72.50,,                                        10.00,,                                        720.00,,                                        797.50,,                                        720.00,,"                                        93,921.00",,                                        725.00,
                                        174,,PBD88,,,                                        898.00,,                                        -3.00,,                                        -0.33,,                                        905.00,,                                        911.00,,                                        898.00,,                                        235.00,,                                        901.00,
                                        175,,PBLD84,,,                                        925.00,,                                        -15.00,,                                        -1.60,,                                        925.00,,                                        925.00,,                                        925.00,,                                        25.00,,                                        940.00,
                                        176,,PBLD87,,,                                        785.00,,                                        -1.50,,                                        -0.19,,                                        785.00,,                                        785.00,,                                        785.00,,                                        25.00,,                                        786.50,
                                        177,,PCBL,,,                                        192.90,,                                        0.50,,                                        0.26,,                                        196.20,,                                        196.20,,                                        190.70,,"                                        43,231.00",,                                        192.40,
                                        178,,PFL,,,                                        378.00,,                                        -2.00,,                                        -0.53,,                                        380.00,,                                        394.70,,                                        376.20,,"                                        17,553.00",,                                        380.00,
                                        179,,PHCL,,,                                        345.00,,                                        -11.00,,                                        -3.09,,                                        354.00,,                                        361.00,,                                        343.00,,"                                        61,789.00",,                                        356.00,
                                        180,,PLI,,,                                        580.00,,                                        20.00,,                                        3.57,,                                        556.10,,                                        580.00,,                                        556.10,,"                                        47,978.00",,                                        560.00,
                                        181,,PMHPL,,,                                        222.10,,                                        -10.90,,                                        -4.68,,                                        228.40,,                                        230.00,,                                        219.60,,"                                        16,405.00",,                                        233.00,
                                        182,,PPCL,,,                                        301.90,,                                        -14.00,,                                        -4.43,,                                        315.00,,                                        317.00,,                                        294.00,,"                                        66,020.00",,                                        315.90,
                                        183,,PPL,,,                                        275.00,,                                        9.00,,                                        3.38,,                                        262.10,,                                        275.00,,                                        253.90,,"                                        16,704.00",,                                        266.00,
                                        184,,PRIN,,,                                        654.00,,                                        28.50,,                                        4.56,,                                        625.10,,                                        654.00,,                                        625.00,,"                                        62,110.00",,                                        625.50,
                                        185,,PROFL,,,                                        343.70,,                                        11.60,,                                        3.49,,                                        334.90,,                                        346.50,,                                        328.60,,"                                        37,688.00",,                                        332.10,
                                        186,,PRSF,,,                                        8.19,,                                        -0.01,,                                        -0.12,,                                        8.20,,                                        8.20,,                                        8.06,,                                        900.00,,                                        8.20,
                                        187,,PRVU,,,                                        161.00,,                                        -1.40,,                                        -0.86,,                                        163.00,,                                        163.00,,                                        160.00,,"                                        160,937.00",,                                        162.40,
                                        188,,PRVUPO,,,                                        100.00,,                                        0.00,,                                        0.00,,                                        100.00,,                                        100.00,,                                        100.00,,"                                        29,000.00",,                                        100.00,
                                        189,,PSF,,,                                        8.52,,                                        -0.06,,                                        -0.70,,                                        8.43,,                                        8.52,,                                        8.43,,"                                        8,590.00",,                                        8.58,
                                        190,,RADHI,,,                                        248.10,,                                        -7.60,,                                        -2.97,,                                        255.50,,                                        256.00,,                                        248.00,,"                                        58,140.00",,                                        255.70,
                                        191,,RBCL,,,"                                        15,476.00",,                                        276.00,,                                        1.82,,"                                        15,485.10",,"                                        15,500.00",,"                                        15,200.00",,                                        654.00,,"                                        15,200.00",
                                        192,,RBCLPO,,,"                                        12,965.00",,"                                        -1,315.00",,                                        -9.21,,"                                        13,994.40",,"                                        13,994.40",,"                                        12,908.20",,                                        190.00,,"                                        14,280.00",
                                        193,,RFPL,,,                                        272.00,,                                        0.60,,                                        0.22,,                                        270.50,,                                        278.00,,                                        266.30,,"                                        10,825.00",,                                        271.40,
                                        194,,RHGCL,,,                                        263.10,,                                        -14.60,,                                        -5.26,,                                        272.20,,                                        283.20,,                                        258.00,,"                                        23,887.00",,                                        277.70,
                                        195,,RHPL,,,                                        340.00,,                                        2.80,,                                        0.83,,                                        334.30,,                                        344.00,,                                        324.70,,"                                        74,596.00",,                                        337.20,
                                        196,,RIDI,,,                                        274.30,,                                        1.30,,                                        0.48,,                                        278.00,,                                        278.00,,                                        267.10,,"                                        51,332.00",,                                        273.00,
                                        197,,RLFL,,,                                        332.00,,                                        -1.00,,                                        -0.30,,                                        339.60,,                                        340.00,,                                        325.10,,"                                        17,170.00",,                                        333.00,
                                        198,,RMDC,,,                                        765.00,,                                        -5.00,,                                        -0.65,,                                        785.40,,                                        801.10,,                                        765.00,,"                                        10,708.00",,                                        770.00,
                                        199,,RMF1,,,                                        7.50,,                                        0.00,,                                        0.00,,                                        7.37,,                                        7.80,,                                        7.37,,"                                        20,225.00",,                                        7.50,
                                        200,,RSDC,,,                                        548.00,,                                        5.00,,                                        0.92,,                                        543.00,,                                        564.80,,                                        540.00,,"                                        3,479.00",,                                        543.00,
                                        201,,RULB,,,                                        709.90,,                                        6.90,,                                        0.98,,                                        690.00,,                                        711.00,,                                        689.00,,"                                        2,335.00",,                                        703.00,
                                        202,,RURU,,,                                        760.00,,                                        0.00,,                                        0.00,,                                        760.00,,                                        765.00,,                                        755.00,,                                        630.00,,                                        760.00,
                                        203,,SABSL,,,                                        678.00,,                                        -5.90,,                                        -0.86,,                                        683.00,,                                        686.00,,                                        671.00,,                                        610.00,,                                        683.90,
                                        204,,SADBL,,,                                        323.50,,                                        1.50,,                                        0.47,,                                        327.00,,                                        330.00,,                                        321.00,,"                                        26,612.00",,                                        322.00,
                                        205,,SAEF,,,                                        10.70,,                                        -0.13,,                                        -1.20,,                                        10.72,,                                        10.88,,                                        10.70,,"                                        31,200.00",,                                        10.83,
                                        206,,SAGF,,,                                        7.95,,                                        -0.16,,                                        -1.97,,                                        7.95,,                                        7.95,,                                        7.95,,                                        500.00,,                                        8.11,
                                        207,,SAHAS,,,                                        525.00,,                                        1.00,,                                        0.19,,                                        515.00,,                                        534.00,,                                        515.00,,"                                        16,440.00",,                                        524.00,
                                        208,,SALICO,,,                                        752.00,,                                        19.00,,                                        2.59,,                                        745.70,,                                        759.80,,                                        735.00,,"                                        27,637.00",,                                        733.00,
                                        209,,SANIMA,,,                                        245.30,,                                        -1.80,,                                        -0.73,,                                        245.00,,                                        248.50,,                                        245.00,,"                                        32,549.00",,                                        247.10,
                                        210,,SAPDBL,,,                                        239.00,,                                        -4.00,,                                        -1.65,,                                        247.80,,                                        248.00,,                                        236.60,,"                                        10,356.00",,                                        243.00,
                                        211,,SBCF,,,                                        7.75,,                                        0.13,,                                        1.71,,                                        7.48,,                                        7.77,,                                        7.48,,"                                        23,510.00",,                                        7.62,
                                        212,,SBI,,,                                        330.00,,                                        -5.00,,                                        -1.49,,                                        331.10,,                                        334.00,,                                        329.70,,"                                        13,977.00",,                                        335.00,
                                        213,,SBIBD86,,,                                        894.20,,                                        17.50,,                                        2.00,,                                        894.20,,                                        894.20,,                                        894.20,,                                        25.00,,                                        876.70,
                                        214,,SBID83,,,                                        970.00,,                                        15.00,,                                        1.57,,                                        970.00,,                                        970.00,,                                        970.00,,                                        40.00,,                                        955.00,
                                        215,,SBL,,,                                        241.90,,                                        -1.10,,                                        -0.45,,                                        247.00,,                                        247.00,,                                        239.50,,"                                        31,466.00",,                                        243.00,
                                        216,,SBLD2082,,,"                                        1,010.00",,                                        10.00,,                                        1.00,,"                                        1,010.00",,"                                        1,010.00",,"                                        1,010.00",,                                        10.00,,"                                        1,000.00",
                                        217,,SBLD84,,,                                        813.40,,                                        15.90,,                                        1.99,,                                        813.40,,                                        813.40,,                                        813.40,,                                        100.00,,                                        797.50,
                                        218,,SCB,,,                                        514.00,,                                        -4.00,,                                        -0.77,,                                        518.00,,                                        520.00,,                                        512.10,,"                                        21,675.00",,                                        518.00,
                                        219,,SDLBSL,,,                                        715.00,,                                        11.40,,                                        1.62,,                                        690.00,,                                        715.00,,                                        690.00,,                                        789.00,,                                        703.60,
                                        220,,SEF,,,                                        8.43,,                                        -0.18,,                                        -2.09,,                                        8.44,,                                        8.45,,                                        8.43,,"                                        15,000.00",,                                        8.61,
                                        221,,SFCL,,,                                        295.10,,                                        -6.90,,                                        -2.28,,                                        300.00,,                                        307.00,,                                        291.00,,"                                        36,987.00",,                                        302.00,
                                        222,,SFEF,,,                                        7.89,,                                        -0.01,,                                        -0.13,,                                        7.75,,                                        7.90,,                                        7.75,,"                                        1,400.00",,                                        7.90,
                                        223,,SFMF,,,                                        10.40,,                                        0.03,,                                        0.29,,                                        10.35,,                                        10.40,,                                        10.35,,                                        800.00,,                                        10.37,
                                        224,,SGHC,,,                                        291.70,,                                        -5.50,,                                        -1.85,,                                        303.10,,                                        303.10,,                                        281.00,,"                                        18,233.00",,                                        297.20,
                                        225,,SGIC,,,                                        593.00,,                                        32.90,,                                        5.87,,                                        565.00,,                                        599.00,,                                        553.00,,"                                        53,872.00",,                                        560.10,
                                        226,,SHEL,,,                                        299.90,,                                        -0.10,,                                        -0.03,,                                        295.00,,                                        301.00,,                                        290.00,,"                                        4,458.00",,                                        300.00,
                                        227,,SHINE,,,                                        368.00,,                                        -5.00,,                                        -1.34,,                                        369.10,,                                        376.00,,                                        365.00,,"                                        70,097.00",,                                        373.00,
                                        228,,SHIVM,,,                                        550.90,,                                        5.40,,                                        0.99,,                                        548.00,,                                        555.10,,                                        538.40,,"                                        269,498.00",,                                        545.50,
                                        229,,SHL,,,                                        513.30,,                                        42.70,,                                        9.07,,                                        470.50,,                                        517.60,,                                        458.00,,"                                        595,602.00",,                                        470.60,
                                        230,,SHLB,,,"                                        1,110.00",,                                        -12.00,,                                        -1.07,,"                                        1,122.00",,"                                        1,164.70",,"                                        1,102.00",,"                                        2,600.00",,"                                        1,122.00",
                                        231,,SHPC,,,                                        371.00,,                                        -2.00,,                                        -0.54,,                                        373.00,,                                        385.00,,                                        368.10,,"                                        75,047.00",,                                        373.00,
                                        232,,SICL,,,                                        822.80,,                                        12.70,,                                        1.57,,                                        826.00,,                                        832.00,,                                        810.00,,"                                        22,130.00",,                                        810.10,
                                        233,,SIFC,,,                                        333.30,,                                        -1.70,,                                        -0.51,,                                        341.70,,                                        347.00,,                                        333.30,,"                                        10,156.00",,                                        335.00,
                                        234,,SIGS2,,,                                        8.11,,                                        -0.30,,                                        -3.57,,                                        8.25,,                                        8.25,,                                        8.11,,"                                        8,600.00",,                                        8.41,
                                        235,,SIKLES,,,                                        404.00,,                                        -14.00,,                                        -3.35,,                                        410.00,,                                        416.00,,                                        393.20,,"                                        6,386.00",,                                        418.00,
                                        236,,SINDU,,,                                        265.00,,                                        -4.00,,                                        -1.49,,                                        269.00,,                                        274.30,,                                        265.00,,"                                        5,480.00",,                                        269.00,
                                        237,,SJCL,,,                                        319.00,,                                        -5.00,,                                        -1.54,,                                        320.00,,                                        333.50,,                                        315.00,,"                                        48,911.00",,                                        324.00,
                                        238,,SJLIC,,,                                        580.00,,                                        14.90,,                                        2.64,,                                        576.00,,                                        586.50,,                                        558.00,,"                                        163,772.00",,                                        565.10,
                                        239,,SKBBL,,,                                        913.00,,                                        -17.00,,                                        -1.83,,                                        947.00,,                                        947.00,,                                        905.00,,"                                        10,801.00",,                                        930.00,
                                        240,,SLBBL,,,                                        637.00,,                                        -7.90,,                                        -1.22,,                                        647.00,,                                        655.00,,                                        637.00,,"                                        2,266.00",,                                        644.90,
                                        241,,SLBSL,,,                                        871.00,,                                        -29.00,,                                        -3.22,,                                        913.00,,                                        913.00,,                                        871.00,,"                                        1,466.00",,                                        900.00,
                                        242,,SLCF,,,                                        7.60,,                                        -0.06,,                                        -0.78,,                                        7.51,,                                        7.70,,                                        7.51,,"                                        6,070.00",,                                        7.66,
                                        243,,SMATA,,,                                        622.10,,                                        -2.90,,                                        -0.46,,                                        630.00,,                                        638.00,,                                        622.10,,                                        974.00,,                                        625.00,
                                        244,,SMB,,,                                        928.00,,                                        -2.00,,                                        -0.22,,                                        915.00,,                                        928.00,,                                        912.00,,                                        105.00,,                                        930.00,
                                        245,,SMFBS,,,                                        976.00,,                                        -38.00,,                                        -3.75,,                                        993.80,,                                        993.80,,                                        975.00,,"                                        1,988.00",,"                                        1,014.00",
                                        246,,SMFDB,,,                                        888.50,,                                        -18.50,,                                        -2.04,,                                        907.00,,                                        907.00,,                                        888.50,,"                                        1,518.00",,                                        907.00,
                                        247,,SMH,,,                                        568.00,,                                        11.00,,                                        1.97,,                                        550.10,,                                        570.00,,                                        550.10,,"                                        1,620.00",,                                        557.00,
                                        248,,SMHL,,,                                        454.60,,                                        9.60,,                                        2.16,,                                        440.00,,                                        470.00,,                                        435.00,,"                                        26,027.00",,                                        445.00,
                                        249,,SMJC,,,                                        266.20,,                                        -7.00,,                                        -2.56,,                                        275.00,,                                        278.00,,                                        266.00,,"                                        21,498.00",,                                        273.20,
                                        250,,SPC,,,                                        406.00,,                                        -11.10,,                                        -2.66,,                                        409.20,,                                        441.00,,                                        401.80,,"                                        3,650.00",,                                        417.10,
                                        251,,SPDL,,,                                        278.00,,                                        -4.00,,                                        -1.42,,                                        279.00,,                                        293.00,,                                        275.70,,"                                        16,717.00",,                                        282.00,
                                        252,,SPHL,,,                                        391.00,,                                        -14.00,,                                        -3.46,,                                        396.90,,                                        399.00,,                                        388.50,,"                                        4,160.00",,                                        405.00,
                                        253,,SPIL,,,                                        765.00,,                                        19.90,,                                        2.67,,                                        733.00,,                                        774.80,,                                        733.00,,"                                        39,408.00",,                                        745.10,
                                        254,,SPL,,,                                        790.00,,                                        45.00,,                                        6.04,,                                        730.10,,                                        790.00,,                                        707.00,,"                                        3,501.00",,                                        745.00,
                                        255,,SRBL,,,                                        172.00,,                                        -0.90,,                                        -0.52,,                                        173.00,,                                        174.50,,                                        171.00,,"                                        37,112.00",,                                        172.90,
                                        256,,SRLI,,,                                        550.00,,                                        15.00,,                                        2.80,,                                        540.00,,                                        555.00,,                                        530.00,,"                                        97,740.00",,                                        535.00,
                                        257,,SSHL,,,                                        200.00,,                                        -3.00,,                                        -1.48,,                                        206.00,,                                        206.00,,                                        199.00,,"                                        137,346.00",,                                        203.00,
                                        258,,STC,,,"                                        4,830.00",,                                        -19.00,,                                        -0.39,,"                                        4,850.00",,"                                        4,899.00",,"                                        4,793.00",,"                                        3,148.00",,"                                        4,849.00",
                                        259,,SWBBL,,,                                        830.00,,                                        -15.80,,                                        -1.87,,                                        850.00,,                                        862.00,,                                        829.00,,"                                        4,856.00",,                                        845.80,
                                        260,,SWMF,,,                                        685.00,,                                        -10.00,,                                        -1.44,,                                        706.90,,                                        706.90,,                                        683.00,,"                                        2,147.00",,                                        695.00,
                                        261,,TAMOR,,,                                        304.00,,                                        -7.00,,                                        -2.25,,                                        305.00,,                                        317.00,,                                        301.00,,"                                        52,462.00",,                                        311.00,
                                        262,,TPC,,,                                        405.00,,                                        11.30,,                                        2.87,,                                        385.90,,                                        409.00,,                                        380.00,,"                                        2,678.00",,                                        393.70,
                                        263,,TRH,,,                                        792.00,,                                        72.00,,                                        10.00,,                                        734.00,,                                        792.00,,                                        725.40,,"                                        129,933.00",,                                        720.00,
                                        264,,UHEWA,,,                                        340.10,,                                        -5.90,,                                        -1.71,,                                        346.00,,                                        359.00,,                                        340.00,,"                                        6,443.00",,                                        346.00,
                                        265,,ULBSL,,,"                                        1,372.10",,                                        -50.90,,                                        -3.58,,"                                        1,400.00",,"                                        1,422.90",,"                                        1,372.10",,                                        797.00,,"                                        1,423.00",
                                        266,,UMHL,,,                                        228.00,,                                        -2.00,,                                        -0.87,,                                        230.00,,                                        234.60,,                                        225.00,,"                                        35,436.00",,                                        230.00,
                                        267,,UMRH,,,                                        459.90,,                                        -2.10,,                                        -0.45,,                                        462.10,,                                        464.00,,                                        433.00,,"                                        4,805.00",,                                        462.00,
                                        268,,UNHPL,,,                                        208.00,,                                        -2.00,,                                        -0.95,,                                        210.00,,                                        214.20,,                                        204.80,,"                                        37,871.00",,                                        210.00,
                                        269,,UNL,,,"                                        31,505.00",,"                                        -1,137.00",,                                        -3.48,,"                                        33,288.00",,"                                        33,952.00",,"                                        31,505.00",,                                        205.00,,"                                        32,642.00",
                                        270,,UNLB,,,"                                        1,259.00",,                                        15.00,,                                        1.21,,"                                        1,250.00",,"                                        1,265.00",,"                                        1,196.00",,"                                        5,967.00",,"                                        1,244.00",
                                        271,,UPCL,,,                                        223.90,,                                        -3.00,,                                        -1.32,,                                        227.00,,                                        229.00,,                                        220.60,,"                                        100,347.00",,                                        226.90,
                                        272,,UPPER,,,                                        455.00,,                                        -13.00,,                                        -2.78,,                                        475.50,,                                        475.50,,                                        454.00,,"                                        79,858.00",,                                        468.00,
                                        273,,USHEC,,,                                        293.00,,                                        -4.30,,                                        -1.45,,                                        300.00,,                                        308.00,,                                        286.30,,"                                        3,601.00",,                                        297.30,
                                        274,,USLB,,,                                        776.00,,                                        6.00,,                                        0.78,,                                        761.00,,                                        776.00,,                                        761.00,,                                        308.00,,                                        770.00,
                                        275,,VLBS,,,                                        640.00,,                                        -7.00,,                                        -1.08,,                                        650.00,,                                        655.00,,                                        636.20,,                                        774.00,,                                        647.00,
                                        276,,WNLB,,,                                        843.00,,                                        -17.00,,                                        -1.98,,                                        877.00,,                                        890.00,,                                        843.00,,                                        421.00,,                                        860.00,
